Time,T1,T2,Q1,Q2
694.0,49.258,37.946,60.0,60.0
695.0,49.258,37.979,60.0,60.0
696.01,49.258,38.236,60.0,60.0
697.0,49.29,38.107,60.0,60.0
698.0,49.258,37.979,60.0,60.0
699.0,49.258,38.269,60.0,60.0
700.01,49.258,38.204,60.0,60.0
701.01,49.258,38.43,60.0,60.0
702.0,49.29,38.494,60.0,60.0
703.0,49.354,38.494,60.0,60.0
704.0,49.548,38.526,60.0,60.0
705.0,49.516,38.816,60.0,60.0
706.0,49.58,38.752,60.0,60.0
707.0,49.58,38.623,60.0,60.0
708.0,49.58,38.816,60.0,60.0
709.0,49.58,39.074,60.0,60.0
710.0,49.58,39.074,60.0,60.0
711.0,49.58,39.139,60.0,60.0
712.0,49.58,39.139,60.0,60.0
713.0,49.58,39.203,60.0,60.0
714.0,49.58,39.139,60.0,60.0
715.0,49.58,39.3,60.0,60.0
716.0,49.612,39.461,60.0,60.0
717.0,49.612,39.396,60.0,60.0
718.0,49.612,39.622,60.0,60.0
719.0,49.709,39.848,60.0,60.0
720.0,49.741,39.783,60.0,60.0
721.0,49.806,39.59,60.0,60.0
722.0,49.806,39.687,60.0,60.0
723.0,49.902,39.912,60.0,60.0
724.0,49.87,39.977,60.0,60.0
725.0,49.902,40.105,60.0,60.0
726.0,49.902,40.17,60.0,60.0
727.0,49.902,40.105,60.0,60.0
728.0,49.902,39.977,60.0,60.0
729.0,49.902,40.363,60.0,60.0
730.01,49.902,40.234,60.0,60.0
731.0,49.902,40.234,60.0,60.0
732.0,49.902,40.428,60.0,60.0
733.0,49.902,40.492,60.0,60.0
734.0,49.902,40.46,60.0,60.0
735.0,49.902,40.331,60.0,60.0
736.0,49.902,40.524,60.0,60.0
737.0,49.902,40.621,60.0,60.0
738.01,49.902,40.814,60.0,60.0
739.0,49.902,40.621,60.0,60.0
740.0,49.967,40.782,60.0,60.0
741.0,49.935,40.782,60.0,60.0
742.0,49.902,40.686,60.0,60.0
743.0,49.902,41.072,60.0,60.0
744.0,49.935,41.072,60.0,60.0
745.0,49.935,41.137,60.0,60.0
746.0,49.935,40.879,60.0,60.0
747.0,49.902,41.201,60.0,60.0
748.0,49.935,41.233,60.0,60.0
749.0,49.935,41.072,60.0,60.0
750.0,49.999,41.298,60.0,60.0
751.0,49.935,41.459,60.0,60.0
752.0,49.967,41.395,60.0,60.0
753.0,49.935,41.395,60.0,60.0
754.0,49.967,41.459,60.0,60.0
755.0,49.902,41.652,60.0,60.0
756.0,49.967,41.556,60.0,60.0
757.0,49.999,41.717,60.0,60.0
758.0,49.967,41.781,60.0,60.0
759.0,50.063,41.523,60.0,60.0
760.0,50.128,41.717,60.0,60.0
761.0,50.16,41.588,60.0,60.0
762.0,50.16,41.846,60.0,60.0
763.0,50.225,41.846,60.0,60.0
764.0,50.225,42.104,60.0,60.0
765.0,50.225,41.975,60.0,60.0
766.0,50.225,42.039,60.0,60.0
767.0,50.225,42.039,60.0,60.0
768.0,50.257,42.168,60.0,60.0
769.0,50.289,42.2,60.0,60.0
770.0,50.321,42.361,60.0,60.0
771.01,50.257,42.104,60.0,60.0
772.0,50.289,42.168,60.0,60.0
773.01,50.289,42.232,60.0,60.0
774.0,50.482,42.297,60.0,60.0
775.0,50.482,42.426,60.0,60.0
776.0,50.547,42.426,60.0,60.0
777.0,50.515,42.49,60.0,60.0
778.0,50.515,42.619,60.0,60.0
779.0,50.482,42.684,60.0,60.0
780.0,50.547,42.78,60.0,60.0
781.0,50.547,42.748,60.0,60.0
782.0,50.547,42.748,60.0,60.0
783.0,50.547,42.748,60.0,60.0
784.01,50.547,42.49,60.0,60.0
785.0,50.547,42.587,60.0,60.0
786.0,50.547,42.748,60.0,60.0
787.0,50.547,42.845,60.0,60.0
788.0,50.547,43.006,60.0,60.0
789.01,50.547,43.07,60.0,60.0
790.0,50.547,43.006,60.0,60.0
791.0,50.547,43.006,60.0,60.0
792.0,50.547,42.941,60.0,60.0
793.0,50.547,42.877,60.0,60.0
794.0,50.547,43.038,60.0,60.0
795.0,50.547,43.135,60.0,60.0
796.0,50.579,43.296,60.0,60.0
797.0,50.547,43.36,60.0,60.0
798.0,50.547,43.167,60.0,60.0
799.0,50.579,43.264,60.0,60.0
800.0,50.547,43.328,60.0,60.0
801.01,50.676,43.328,60.0,60.0
802.0,50.676,43.328,60.0,60.0
803.0,50.837,43.231,60.0,60.0
804.0,50.837,43.135,60.0,60.0
805.0,50.869,43.264,60.0,60.0
806.0,50.869,43.393,60.0,60.0
807.0,50.869,43.65,60.0,60.0
808.0,50.869,43.683,60.0,60.0
809.0,50.869,43.65,60.0,60.0
810.0,50.869,43.65,60.0,60.0
811.0,50.869,43.521,60.0,60.0
812.0,50.869,43.586,60.0,60.0
813.0,50.869,43.65,60.0,60.0
814.0,50.869,43.844,60.0,60.0
815.0,50.869,43.844,60.0,60.0
816.0,50.934,43.876,60.0,60.0
817.0,50.869,43.876,60.0,60.0
818.01,50.869,43.844,60.0,60.0
819.01,50.869,43.779,60.0,60.0
820.01,50.869,43.973,60.0,60.0
821.0,50.869,44.037,60.0,60.0
822.01,50.869,43.973,60.0,60.0
823.0,50.869,44.037,60.0,60.0
824.0,50.901,44.037,60.0,60.0
825.0,50.869,43.779,60.0,60.0
826.0,50.869,43.844,60.0,60.0
827.01,50.869,43.908,60.0,60.0
828.0,50.869,44.037,60.0,60.0
829.0,50.966,44.198,60.0,60.0
830.0,51.03,44.263,60.0,60.0
831.01,50.901,44.295,60.0,60.0
832.0,50.934,44.295,60.0,60.0
833.0,50.966,44.23,60.0,60.0
834.0,50.998,44.166,60.0,60.0
835.0,50.901,44.359,60.0,60.0
836.01,50.966,44.359,60.0,60.0
837.0,50.966,44.424,60.0,60.0
838.0,50.966,44.263,60.0,60.0
839.0,50.998,44.198,60.0,60.0
840.0,51.03,44.23,60.0,60.0
841.0,51.127,44.424,60.0,60.0
842.0,51.127,44.488,60.0,60.0
843.0,51.191,44.682,60.0,60.0
844.0,51.127,44.617,60.0,60.0
845.0,51.159,44.617,60.0,60.0
846.0,51.191,44.553,60.0,60.0
847.01,51.191,44.617,60.0,60.0
848.0,51.191,44.424,60.0,60.0
849.0,51.191,44.682,60.0,60.0
850.0,51.191,44.682,60.0,60.0
851.0,51.191,44.811,60.0,60.0
852.01,51.191,44.585,60.0,60.0
853.0,51.191,44.649,60.0,60.0
854.0,51.191,44.843,60.0,60.0
855.0,51.191,45.004,60.0,60.0
856.0,51.224,44.907,60.0,60.0
857.0,51.224,45.004,60.0,60.0
858.0,51.256,44.875,60.0,60.0
859.0,51.449,44.811,60.0,60.0
860.0,51.514,44.746,60.0,60.0
861.0,51.449,44.746,60.0,60.0
862.0,51.481,44.939,60.0,60.0
863.0,51.514,45.004,60.0,60.0
864.0,51.481,45.004,60.0,60.0
865.0,51.514,44.972,60.0,60.0
866.0,51.514,45.262,60.0,60.0
867.0,51.514,44.939,60.0,60.0
868.0,51.514,45.101,60.0,60.0
869.0,51.514,45.165,60.0,60.0
870.0,51.514,45.197,60.0,60.0
871.0,51.514,45.326,60.0,60.0
872.0,51.514,45.326,60.0,60.0
873.0,51.514,45.197,60.0,60.0
874.0,51.514,45.133,60.0,60.0
875.0,51.514,45.068,60.0,60.0
876.0,51.514,45.262,60.0,60.0
877.0,51.514,45.326,60.0,60.0
878.0,51.514,45.262,60.0,60.0
879.0,51.514,45.068,60.0,60.0
880.0,51.514,45.068,60.0,60.0
881.0,51.514,45.133,60.0,60.0
882.0,51.514,45.294,60.0,60.0
883.0,51.514,45.391,60.0,60.0
884.0,51.546,45.455,60.0,60.0
885.0,51.514,45.52,60.0,60.0
886.0,51.514,45.326,60.0,60.0
887.0,51.514,45.391,60.0,60.0
888.0,51.514,45.358,60.0,60.0
889.0,51.514,45.391,60.0,60.0
890.0,51.546,45.584,60.0,60.0
891.0,51.514,45.648,60.0,60.0
892.0,51.578,45.648,60.0,60.0
893.0,51.514,45.391,60.0,60.0
894.0,51.546,45.455,60.0,60.0
895.0,51.739,45.455,60.0,60.0
896.0,51.578,45.52,60.0,60.0
897.0,51.804,45.584,60.0,60.0
898.0,51.836,45.681,60.0,60.0
899.0,51.804,45.584,60.0,60.0
900.0,51.804,45.616,60.0,60.0
901.0,51.836,45.584,60.0,60.0
902.0,51.836,45.616,60.0,60.0
903.0,51.836,45.552,60.0,60.0
904.0,51.836,45.842,60.0,60.0
905.0,51.836,45.906,60.0,60.0
906.0,51.804,45.971,60.0,60.0
907.0,51.836,45.906,60.0,60.0
908.0,51.836,45.777,60.0,60.0
909.0,51.836,45.713,60.0,60.0
910.01,51.836,45.713,60.0,60.0
911.0,51.836,45.713,60.0,60.0
912.0,51.836,45.971,60.0,60.0
913.0,51.836,45.971,60.0,60.0
914.0,51.836,45.906,60.0,60.0
915.0,51.836,45.971,60.0,60.0
916.0,51.836,45.777,60.0,60.0
917.01,51.836,45.842,60.0,60.0
918.0,51.868,45.842,60.0,60.0
919.0,51.836,45.906,60.0,60.0
920.0,51.868,46.067,60.0,60.0
921.0,51.836,45.971,60.0,60.0
922.0,51.868,46.067,60.0,60.0
923.0,51.836,45.971,60.0,60.0
924.01,52.029,45.938,60.0,60.0
925.01,51.9,46.164,60.0,60.0
926.01,52.094,46.196,60.0,60.0
927.01,52.126,46.164,60.0,60.0
928.01,52.126,46.196,60.0,60.0
929.0,52.126,46.229,60.0,60.0
930.0,52.094,46.261,60.0,60.0
931.0,51.933,46.003,60.0,60.0
932.0,51.933,46.035,60.0,60.0
933.0,52.029,46.1,60.0,60.0
934.0,51.868,46.164,60.0,60.0
935.0,51.997,46.325,60.0,60.0
936.0,52.029,46.293,60.0,60.0
937.01,51.997,46.229,60.0,60.0
938.01,52.158,46.164,60.0,60.0
939.0,52.158,46.1,60.0,60.0
940.0,52.158,46.035,60.0,60.0
941.01,51.997,46.229,60.0,60.0
942.01,51.836,46.293,60.0,60.0
943.0,51.836,46.293,60.0,60.0
944.0,51.933,46.39,60.0,60.0
945.0,51.997,46.035,60.0,60.0
946.01,51.9,46.035,60.0,60.0
947.0,52.126,46.196,60.0,60.0
948.0,52.094,46.519,60.0,60.0
949.0,52.126,46.357,60.0,60.0
950.0,52.029,46.454,60.0,60.0
951.0,52.094,46.357,60.0,60.0
952.0,51.997,46.196,60.0,60.0
953.0,51.868,46.39,60.0,60.0
954.0,51.9,46.422,60.0,60.0
955.0,51.868,46.357,60.0,60.0
956.0,51.836,46.454,60.0,60.0
957.0,51.836,46.422,60.0,60.0
958.0,51.836,46.261,60.0,60.0
959.01,51.836,46.261,60.0,60.0
960.0,51.836,46.357,60.0,60.0
961.0,51.836,46.261,60.0,60.0
962.0,51.836,46.325,60.0,60.0
963.0,51.836,46.519,60.0,60.0
964.0,51.836,46.519,60.0,60.0
965.0,51.836,46.422,60.0,60.0
966.0,51.868,46.551,60.0,60.0
967.0,51.836,46.422,60.0,60.0
968.01,51.965,46.39,60.0,60.0
969.01,52.062,46.551,60.0,60.0
970.0,52.126,46.551,60.0,60.0
971.0,52.158,46.551,60.0,60.0
972.0,52.158,46.551,60.0,60.0
973.01,52.158,46.486,60.0,60.0
974.0,52.158,46.422,60.0,60.0
975.01,52.158,46.615,60.0,60.0
976.0,52.158,46.551,60.0,60.0
977.0,52.158,46.551,60.0,60.0
978.0,52.158,46.647,60.0,60.0
979.0,52.158,46.551,60.0,60.0
980.0,52.158,46.422,60.0,60.0
981.0,52.158,46.486,60.0,60.0
982.0,52.158,46.551,60.0,60.0
983.0,52.158,46.615,60.0,60.0
984.0,52.19,46.551,60.0,60.0
985.0,52.352,46.486,60.0,60.0
986.0,52.255,46.422,60.0,60.0
987.0,52.19,46.357,60.0,60.0
988.0,52.255,46.39,60.0,60.0
989.0,52.223,46.551,60.0,60.0
990.0,52.287,46.712,60.0,60.0
991.0,52.384,46.744,60.0,60.0
992.0,52.352,46.647,60.0,60.0
993.0,52.319,46.647,60.0,60.0
994.0,52.352,46.357,60.0,60.0
995.01,52.223,46.583,60.0,60.0
996.0,52.352,46.615,60.0,60.0
997.0,52.384,46.809,60.0,60.0
998.0,52.352,46.776,60.0,60.0
999.01,52.352,46.551,60.0,60.0
1000.0,52.255,46.519,60.0,60.0
1001.01,52.158,46.486,60.0,60.0
1002.0,52.158,46.551,60.0,60.0
1003.0,52.158,46.68,60.0,60.0
1004.0,52.158,46.776,60.0,60.0
1005.01,52.158,46.809,60.0,60.0
1006.01,52.158,46.809,60.0,60.0
1007.0,52.158,46.809,60.0,60.0
1008.0,52.158,46.809,60.0,60.0
1009.0,52.19,46.841,60.0,60.0
1010.0,52.223,46.776,60.0,60.0
1011.0,52.223,46.809,60.0,60.0
1012.01,52.158,46.647,60.0,60.0
1013.0,52.158,46.68,60.0,60.0
1014.01,52.158,46.68,60.0,60.0
1015.01,52.255,46.68,60.0,60.0
1016.01,52.287,46.938,60.0,60.0
1017.01,52.287,46.938,60.0,60.0
1018.0,52.448,46.938,60.0,60.0
1019.01,52.384,46.873,60.0,60.0
1020.0,52.352,46.809,60.0,60.0
1021.01,52.287,46.809,0.0,60.0
1022.01,52.352,46.938,0.0,60.0
1023.01,52.352,46.744,0.0,60.0
1024.0,52.416,46.809,0.0,60.0
1025.0,52.448,46.873,0.0,60.0
1026.0,52.416,46.744,0.0,60.0
1027.0,52.352,46.809,0.0,60.0
1028.0,52.448,46.938,0.0,60.0
1029.0,52.448,46.744,0.0,60.0
1030.0,52.352,46.809,0.0,60.0
1031.0,52.319,46.873,0.0,60.0
1032.0,52.255,46.744,0.0,60.0
1033.0,52.223,46.873,0.0,60.0
1034.0,52.19,46.776,0.0,60.0
1035.0,52.158,46.905,0.0,60.0
1036.0,52.158,47.002,0.0,60.0
1037.01,52.158,46.744,0.0,60.0
1038.0,52.094,46.938,0.0,60.0
1039.0,51.868,46.938,0.0,60.0
1040.0,51.836,46.873,0.0,60.0
1041.0,51.836,46.841,0.0,60.0
1042.0,51.643,46.97,0.0,60.0
1043.01,51.514,47.002,0.0,60.0
1044.0,51.514,47.002,0.0,60.0
1045.0,51.514,46.68,0.0,60.0
1046.0,51.385,47.002,0.0,60.0
1047.0,51.191,47.034,0.0,60.0
1048.0,51.191,46.744,0.0,60.0
1049.0,51.191,46.938,0.0,60.0
1050.0,50.901,47.034,0.0,60.0
1051.0,50.869,46.68,0.0,60.0
1052.0,50.676,47.131,0.0,60.0
1053.0,50.547,47.163,0.0,60.0
1054.0,50.547,46.68,0.0,60.0
1055.0,50.45,47.163,0.0,60.0
1056.0,50.225,46.873,0.0,60.0
1057.0,50.225,47.131,0.0,60.0
1058.0,49.967,47.066,0.0,60.0
1059.0,49.902,47.195,0.0,60.0
1060.0,49.806,46.873,0.0,60.0
1061.0,49.58,47.002,0.0,60.0
1062.01,49.58,47.002,0.0,60.0
1063.01,49.354,47.034,0.0,60.0
1064.0,49.258,47.099,0.0,60.0
1065.0,49.226,46.809,0.0,60.0
1066.0,48.936,46.938,0.0,60.0
1067.0,48.936,46.68,0.0,60.0
1068.01,48.903,46.97,0.0,60.0
1069.01,48.613,46.873,0.0,60.0
1070.0,48.549,47.002,0.0,60.0
1071.0,48.42,46.938,0.0,60.0
1072.0,48.291,46.809,0.0,60.0
1073.0,48.13,46.97,0.0,60.0
1074.01,47.969,46.938,0.0,60.0
1075.0,47.969,47.002,0.0,60.0
1076.0,47.743,46.744,0.0,60.0
1077.0,47.646,46.873,0.0,60.0
1078.0,47.614,46.809,0.0,60.0
1079.0,47.356,46.68,0.0,60.0
1080.0,47.324,46.938,0.0,60.0
1081.0,47.163,46.809,0.0,60.0
1082.01,47.002,46.873,0.0,60.0
1083.0,47.002,46.68,0.0,60.0
1084.01,46.68,46.873,0.0,60.0
1085.01,46.68,46.809,0.0,60.0
1086.0,46.551,46.873,0.0,60.0
1087.01,46.357,46.744,0.0,60.0
1088.01,46.357,46.776,0.0,60.0
1089.01,46.196,46.841,0.0,60.0
1090.0,46.035,46.68,0.0,60.0
1091.01,46.035,46.938,0.0,60.0
1092.0,45.713,46.712,0.0,60.0
1093.0,45.713,46.809,0.0,60.0
1094.0,45.487,46.583,0.0,60.0
1095.01,45.391,46.776,0.0,60.0
1096.01,45.391,46.68,0.0,60.0
1097.01,45.068,46.583,0.0,60.0
1098.0,45.068,46.583,0.0,60.0
1099.0,44.778,46.357,0.0,60.0
1100.0,44.746,46.551,0.0,60.0
1101.0,44.746,46.486,0.0,60.0
1102.0,44.424,46.551,0.0,60.0
1103.0,44.424,46.615,0.0,60.0
1104.0,44.359,46.486,0.0,60.0
1105.0,44.134,46.486,0.0,60.0
1106.0,44.102,46.357,0.0,60.0
1107.0,43.973,46.551,0.0,60.0
1108.0,43.779,46.486,0.0,60.0
1109.0,43.779,46.551,0.0,60.0
1110.0,43.65,46.357,0.0,60.0
1111.0,43.457,46.486,0.0,60.0
1112.0,43.457,46.551,0.0,60.0
1113.0,43.231,46.486,0.0,60.0
1114.01,43.135,46.486,0.0,60.0
1115.0,43.135,46.261,0.0,60.0
1116.0,42.941,46.357,0.0,60.0
1117.0,42.813,46.164,0.0,60.0
1118.0,42.813,46.229,0.0,60.0
1119.0,42.684,46.293,0.0,60.0
1120.0,42.49,46.229,0.0,60.0
1121.0,42.49,46.164,0.0,60.0
1122.01,42.426,46.035,0.0,60.0
1123.01,42.265,46.229,0.0,60.0
1124.0,42.168,46.164,0.0,60.0
1125.01,42.168,46.229,0.0,60.0
1126.0,41.942,46.1,0.0,60.0
1127.0,41.846,46.1,0.0,60.0
1128.0,41.846,46.229,0.0,60.0
1129.0,41.556,46.035,0.0,60.0
1130.0,41.523,46.261,0.0,60.0
1131.01,41.523,46.003,0.0,60.0
1132.01,41.427,46.132,0.0,60.0
1133.0,41.201,45.874,0.0,60.0
1134.01,41.201,46.003,0.0,60.0
1135.01,41.201,45.906,0.0,60.0
1136.01,40.911,45.777,0.0,60.0
1137.01,40.911,45.971,0.0,60.0
1138.0,40.879,45.777,0.0,60.0
1139.0,40.718,45.971,0.0,60.0
1140.0,40.557,45.906,0.0,60.0
1141.0,40.557,45.906,0.0,60.0
1142.0,40.428,45.874,0.0,60.0
1143.0,40.234,45.777,0.0,60.0
1144.0,40.234,45.81,0.0,60.0
1145.01,40.234,45.81,0.0,60.0
1146.01,40.041,45.745,0.0,60.0
1147.0,39.912,45.423,0.0,60.0
1148.01,39.912,45.713,0.0,60.0
1149.01,39.848,45.52,0.0,60.0
1150.0,39.719,45.584,0.0,60.0
1151.01,39.59,45.648,0.0,60.0
1152.0,39.59,45.584,0.0,60.0
1153.0,39.59,45.584,0.0,60.0
1154.0,39.364,45.391,0.0,60.0
1155.0,39.268,45.648,0.0,60.0
1156.0,39.268,45.52,0.0,60.0
1157.0,39.235,45.616,0.0,60.0
1158.0,38.978,45.391,0.0,60.0
1159.0,38.945,45.455,0.0,60.0
1160.0,38.945,45.584,0.0,60.0
1161.0,38.913,45.455,0.0,60.0
1162.0,38.752,45.423,0.0,60.0
1163.0,38.623,45.068,0.0,60.0
1164.0,38.623,45.262,0.0,60.0
1165.01,38.623,45.197,0.0,60.0
1166.0,38.365,45.133,0.0,60.0
1167.0,38.301,45.262,0.0,60.0
1168.0,38.301,45.133,0.0,60.0
1169.0,38.301,45.326,0.0,60.0
1170.01,38.204,45.133,0.0,60.0
1171.0,37.979,45.197,0.0,60.0
1172.01,37.979,45.229,0.0,60.0
1173.0,37.979,45.294,0.0,60.0
1174.01,37.882,45.133,0.0,60.0
1175.01,37.688,44.875,0.0,60.0
1176.01,37.656,45.036,0.0,60.0
1177.0,37.656,44.778,0.0,60.0
1178.0,37.656,44.939,0.0,60.0
1179.0,37.495,44.746,0.0,60.0
1180.0,37.431,44.939,0.0,60.0
1181.01,37.334,44.811,0.0,60.0
1182.0,37.334,44.811,0.0,60.0
1183.0,37.334,44.972,0.0,60.0
1184.0,37.302,44.875,0.0,60.0
1185.01,37.076,45.004,0.0,60.0
1186.01,37.012,44.746,0.0,60.0
1187.0,37.012,44.972,0.0,60.0
1188.0,37.012,44.875,0.0,60.0
1189.0,36.947,44.778,0.0,60.0
1190.01,36.818,44.682,0.0,60.0
1191.01,36.754,44.521,0.0,60.0
1192.01,36.689,44.682,0.0,60.0
1193.0,36.689,44.682,0.0,60.0
1194.01,36.561,44.682,0.0,60.0
1195.01,36.496,44.488,0.0,60.0
1196.0,36.367,44.488,0.0,60.0
1197.0,36.367,44.682,0.0,60.0
1198.0,36.367,44.553,0.0,60.0
1199.0,36.367,44.617,0.0,60.0
1200.01,36.206,44.392,0.0,60.0
1201.0,36.045,44.521,0.0,60.0
1202.01,36.045,44.585,0.0,60.0
1203.0,36.045,44.263,0.0,60.0
1204.0,36.045,44.553,0.0,60.0
1205.0,35.948,44.359,0.0,60.0
1206.0,35.723,44.359,0.0,60.0
1207.01,35.723,44.166,0.0,60.0
1208.0,35.723,44.359,0.0,60.0
1209.0,35.723,44.295,0.0,60.0
1210.0,35.529,44.295,0.0,60.0
1211.0,35.497,44.295,0.0,60.0
1212.0,35.4,44.166,0.0,60.0
1213.0,35.4,44.295,0.0,60.0
1214.0,35.4,44.166,0.0,60.0
1215.0,35.4,44.359,0.0,60.0
1216.0,35.336,44.037,0.0,60.0
1217.0,35.143,44.134,0.0,60.0
1218.0,35.143,43.908,0.0,60.0
1219.0,35.078,44.005,0.0,60.0
1220.0,35.078,43.973,0.0,60.0
1221.0,35.078,43.908,0.0,60.0
1222.0,35.046,44.037,0.0,60.0
1223.0,35.078,43.844,0.0,60.0
1224.0,34.917,44.037,0.0,60.0
1225.0,34.788,43.973,0.0,60.0
1226.0,34.756,43.973,0.0,60.0
1227.0,34.756,43.844,0.0,60.0
1228.01,34.756,43.844,0.0,60.0
1229.0,34.756,43.973,0.0,60.0
1230.0,34.691,43.747,0.0,60.0
1231.01,34.53,44.005,0.0,60.0
1232.01,34.466,43.65,0.0,60.0
1233.01,34.434,43.844,0.0,60.0
1234.01,34.434,43.747,0.0,60.0
1235.01,34.434,43.747,0.0,60.0
1236.01,34.401,43.65,0.0,60.0
1237.0,34.24,43.521,0.0,60.0
1238.01,34.305,43.65,0.0,60.0
1239.0,34.111,43.586,0.0,60.0
1240.01,34.111,43.65,0.0,60.0
1241.01,34.111,43.65,0.0,60.0
1242.01,34.111,43.521,0.0,60.0
1243.0,34.111,43.715,0.0,60.0
1244.0,34.111,43.521,0.0,60.0
1245.01,34.047,43.65,0.0,60.0
1246.0,33.886,43.425,0.0,60.0
1247.0,33.821,43.618,0.0,60.0
1248.0,33.789,43.586,0.0,60.0
1249.0,33.789,43.296,0.0,60.0
1250.0,33.789,43.586,0.0,60.0
1251.0,33.789,43.36,0.0,60.0
1252.0,33.725,43.36,0.0,60.0
1253.0,33.66,43.135,0.0,60.0
1254.0,33.499,43.425,0.0,60.0
1255.0,33.499,43.264,0.0,60.0
1256.0,33.467,43.328,0.0,60.0
1257.0,33.467,43.393,0.0,60.0
1258.01,33.467,43.328,0.0,60.0
1259.01,33.467,43.264,0.0,60.0
1260.0,33.467,43.135,0.0,60.0
1261.0,33.306,43.393,0.0,60.0
1262.01,33.37,43.199,0.0,60.0
1263.01,33.145,43.296,0.0,60.0
1264.0,33.145,43.328,0.0,60.0
1265.0,33.145,43.038,0.0,60.0
1266.0,33.145,43.006,0.0,60.0
1267.0,33.145,42.877,0.0,60.0
1268.0,33.145,43.006,0.0,60.0
1269.0,33.08,42.813,0.0,60.0
1270.0,32.919,43.006,0.0,60.0
1271.0,32.951,42.877,0.0,60.0
1272.0,32.854,42.877,0.0,60.0
1273.0,32.822,43.006,0.0,60.0
1274.0,32.822,43.006,0.0,60.0
1275.0,32.822,43.006,0.0,60.0
1276.0,32.822,42.813,0.0,60.0
1277.0,32.822,43.006,0.0,60.0
1278.0,32.758,43.006,0.0,60.0
1279.0,32.693,43.006,0.0,60.0
1280.0,32.726,43.038,0.0,60.0
1281.0,32.532,42.941,0.0,60.0
1282.0,32.532,42.941,0.0,60.0
1283.0,32.5,42.813,0.0,60.0
1284.01,32.5,42.909,0.0,60.0
1285.01,32.5,42.555,0.0,60.0
1286.01,32.5,42.748,0.0,60.0
1287.0,32.5,42.619,0.0,60.0
1288.0,32.5,42.49,0.0,60.0
1289.01,32.468,42.684,0.0,60.0
1290.01,32.468,42.651,0.0,60.0
1291.01,32.339,42.684,0.0,60.0
1292.0,32.339,42.619,0.0,60.0
1293.0,32.178,42.619,0.0,60.0
1294.0,32.178,42.619,0.0,60.0
1295.01,32.178,42.748,0.0,60.0
1296.0,32.178,42.748,0.0,60.0
1297.01,32.178,42.619,0.0,60.0
1298.01,32.178,42.458,0.0,60.0
1299.01,32.113,42.684,0.0,60.0
1300.0,32.178,42.684,0.0,60.0
1301.0,32.081,42.684,0.0,60.0
1302.0,31.984,42.361,0.0,60.0
1303.0,31.888,42.265,0.0,60.0
1304.01,31.855,42.522,0.0,60.0
1305.01,31.855,42.458,0.0,60.0
1306.0,31.855,42.426,0.0,60.0
1307.01,31.855,42.168,0.0,60.0
1308.0,31.855,42.232,0.0,60.0
1309.0,31.823,42.297,0.0,60.0
1310.0,31.791,42.426,0.0,60.0
1311.01,31.694,42.297,0.0,60.0
1312.01,31.694,42.361,0.0,60.0
1313.01,31.598,42.168,0.0,60.0
1314.0,31.63,42.426,0.0,60.0
1315.01,31.533,42.426,0.0,60.0
1316.0,31.565,42.361,0.0,60.0
1317.0,31.533,42.361,0.0,60.0
1318.0,31.533,42.136,0.0,60.0
1319.01,31.533,42.297,0.0,60.0
1320.0,31.533,42.329,0.0,60.0
1321.01,31.533,42.426,0.0,60.0
1322.0,31.533,42.168,0.0,60.0
1323.0,31.533,42.136,0.0,60.0
1324.0,31.437,41.975,0.0,60.0
1325.0,31.437,42.2,0.0,60.0
1326.0,31.372,42.071,0.0,60.0
1327.0,31.243,42.039,0.0,60.0
1328.0,31.243,41.846,0.0,60.0
1329.0,31.211,41.942,0.0,60.0
1330.0,31.211,42.039,0.0,60.0
1331.0,31.211,42.104,0.0,60.0
1332.0,31.211,41.846,0.0,60.0
1333.0,31.211,41.91,0.0,60.0
1334.0,31.211,42.039,0.0,60.0
1335.0,31.211,41.975,0.0,60.0
1336.0,31.211,42.136,0.0,60.0
1337.0,31.211,42.039,0.0,60.0
1338.0,31.179,41.975,0.0,60.0
1339.0,31.179,41.91,0.0,60.0
1340.0,31.05,42.039,0.0,60.0
1341.0,30.985,42.104,0.0,60.0
1342.0,31.018,42.007,0.0,60.0
1343.0,30.953,41.846,0.0,60.0
1344.0,30.921,42.039,0.0,60.0
1345.0,30.889,42.007,0.0,60.0
1346.0,30.953,42.039,0.0,60.0
1347.01,30.889,41.685,0.0,60.0
1348.0,30.889,41.717,0.0,60.0
1349.0,30.889,41.781,0.0,60.0
1350.0,30.889,41.975,0.0,60.0
1351.0,30.889,41.813,0.0,60.0
1352.0,30.889,41.588,0.0,60.0
1353.0,30.889,41.652,0.0,60.0
1354.01,30.856,41.685,0.0,60.0
1355.0,30.889,41.781,0.0,60.0
1356.01,30.824,41.652,0.0,60.0
1357.0,30.824,41.652,0.0,60.0
1358.0,30.695,41.588,0.0,60.0
1359.01,30.631,41.717,0.0,60.0
1360.01,30.566,41.781,0.0,60.0
1361.0,30.566,41.781,0.0,60.0
1362.0,30.566,41.717,0.0,60.0
1363.01,30.566,41.523,0.0,60.0
1364.01,30.566,41.813,0.0,60.0
1365.01,30.566,41.781,0.0,60.0
1366.0,30.566,41.717,0.0,60.0
1367.0,30.566,41.523,0.0,60.0
1368.0,30.566,41.523,0.0,60.0
1369.01,30.566,41.717,0.0,60.0
1370.0,30.566,41.652,0.0,60.0
1371.01,30.566,41.685,0.0,60.0
1372.0,30.534,41.556,0.0,60.0
1373.01,30.373,41.459,0.0,60.0
